Filename,Turns,Stops_Y,Stops_Z,Wpeak,Wtrail,Wrange_val,Wduration,Wstandard deviation,Wmean,Speak,Sstd,Saccely,Sidepeak_x,Sidestd_x,Sideaccely_x,SIdepeak_y,Sidestd_y,Sideaccely_y,Rating
017bec14-5638318f.mov,2.754061627,0.115825,32,1.03244,0.98196,0.05048,3,0.018336774,1.011035,1.005940734,0.001519526,0.999877279,1.005940734,0.001519526,0.999877279,0.05747058,0,0.026073196,3
017bec14-8512b7fd.mov,0.121717975,0.05295,36.275,1.0578,0.97206,0.08574,1,0.04287,1.01493,1.050114892,0.166525273,0.985598602,1.050114892,0.166525273,0.985598602,0.008834599,0,0.009808871,4
0183d6f9-806f64bd.mov,3.256922505,0.094125,29.25,1.00024,0.98706,0.01318,3,0.006407689,0.993665,0.99641813,0.000441914,0.995247243,0.99641813,0.000441914,0.995247243,0.10328578,0.021473652,0.044359816,3
018d962a-fd869a57.mov,5.178132362,-0.008375,17.975,1.07288,0.96292,0.10996,5,0.037083734,0.998961497,0.999160711,0.005724407,0.986228962,0.999160711,0.005724407,0.986228962,-0.026797223,0.032992019,0.101403743,4
019b6143-8c8d343e.mov,0.00166959,0.141175,42.525,-0.95154,-1.00462,0.05308,1,0.02654,0.97808,-0.983236419,0.002114889,0.988634724,-0.983236419,0.002114889,0.988634724,0.118649232,0,0.090714433,3
019c4fa9-f05e5f04.mov,9.724082259,-0.0069,39.9,-0.97628,-1.00238,0.0261,4,0.009378159,0.990268,-0.989227655,0.000938195,0.992389404,-0.989227655,0.000938195,0.992389404,-0.012272496,0,0.046290219,4
019cd27a-04f32671.mov,2.186305244,0.06535,34.375,-0.8704,-1.04102,0.17062,10,0.039789056,0.968109091,-0.959463793,0.003948256,0.972945294,-0.959463793,0.003948256,0.972945294,-0.022883162,0.003188606,0.059318154,4
019cd27a-9ad90d04.mov,0.706027765,0.061975,36.55,-0.97484,-1.0038,0.02896,20,0.007188577,0.988872381,-0.983482129,0.001637163,0.989011418,-0.983482129,0.001637163,0.989011418,-0.050127742,0.005678613,0.059827785,4
019cd27a-b3c5617d.mov,3.939739311,0.1408,20.1,-0.9581,-1.137,0.1789,33,0.035402656,0.996079412,-0.975659686,0.007002368,1.003354504,-0.975659686,0.007002368,1.003354504,0.05170752,0.026618421,0.058793624,4
019cd27a-d1b82c8d.mov,0.014804748,0.111525,24.725,-0.96682,-1.10134,0.13452,7,0.039579596,0.9992225,-0.985920973,0.004121939,0.99342565,-0.985920973,0.004121939,0.99342565,-0.014064239,0.006972452,0.037276627,4
019d2681-83c5bf22.mov,1.002396394,0.02705,29.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
01c9256f-b4754064.mov,3.611378387,0.112275,41.475,-0.8779,-1.03876,0.16086,5,0.049985115,0.979448776,-0.989022187,0.003295461,0.998696868,-0.989022187,0.003295461,0.998696868,0.040202625,0.010491857,0.006742052,3
01dc8414-3e5938b1.mov,13.9245896,0.12345,33.525,-0.930627451,-1.01682,0.086192549,29,0.017680508,0.977892248,-0.939315914,0.010614059,0.977830998,-0.939315914,0.010614059,0.977830998,0.087916207,0.027869814,0.029654874,4
02364369-bd3d1838.mov,14.8493252,0.10335,43.025,1.0077,0.969142857,0.038557143,2,0.017213665,0.993347619,0.999715024,0.000938641,0.995182094,0.999715024,0.000938641,0.995182094,0.064471162,0.040083618,0.030382331,4
02521568-a335c1a0.mov,2.088741424,0.105575,21.725,-0.9779,-1.029,0.0511,36,0.01130213,1.003366178,-0.998150445,0.001203807,1.003585616,-0.998150445,0.001203807,1.003585616,0.051350819,0.014991525,0.002703398,3
025ce5d9-afedd5c5.mov,0.037579566,0.16725,22.025,-0.97392,-1.05284,0.07892,22,0.013927887,1.00071764,-0.996152027,0.001114587,1.000395341,-0.996152027,0.001114587,1.000395341,0.011066288,0.003193998,0.00040555,4
026e1e49-771df1d9.mov,1.53E-05,-0.021875,44.2,-0.98026,-1.00438,0.02412,17,0.004536508,0.992062222,-0.990157751,0.000214524,0.99100488,-0.990157751,0.000214524,0.99100488,-0.033799594,0.006478227,0.058276246,3
026ebbcd-0c0ee998.mov,2.220820235,0.125025,19.475,-0.95264,-1.02344,0.0708,27,0.01482334,0.99763,-0.993189971,0.001664317,0.99599578,-0.993189971,0.001664317,0.99599578,0.040551232,0.011750142,0.007314468,4
026ebbcd-610bf3b0.mov,5.34024002,0.2041,23,-0.92725,-1.06992,0.14267,28,0.024585251,0.997366552,-0.987360881,0,0.994282566,-0.987360881,0,0.994282566,0.07514673,0.028387435,0.01371854,4
0294d2b2-7f831a57.mov,1.376560894,0.106525,43.625,-0.97772,-1.02866,0.05094,15,0.014632274,0.99700875,-0.989638799,0.003570499,0.998454781,-0.989638799,0.003570499,0.998454781,0.114036354,0.007863605,0.044929925,4
02995fe4-158af38b.mov,3.685672743,0.1167375,26.025,1.01808,0.98392,0.03416,19,0.007304969,1.001888,1.00696298,0.002372019,1.000229788,1.00696298,0.002372019,1.000229788,0.066816433,0.010629878,0.02082998,4
02995fe4-1e0fc944.mov,0.076498703,0.228575,39.975,1.027081633,0.9829,0.044181633,2,0.019045294,1.000667211,0.999563641,0.000132,0.998484378,0.999563641,0.000132,0.998484378,0.09140165,0.002929754,0.078511025,4
02995fe4-e81dc93c.mov,10.93685327,0.108025,36.55,1.00678,0.98798,0.0188,8,0.005394688,1.00111034,1.003759168,0,1.001810473,1.003759168,0,1.001810473,0.071852703,0.004886048,0.042535642,4
029fd342-21488eaa.mov,7.722641745,0.014775,44.8,-0.90384,-1.04064,0.1368,1,0.0684,0.97224,-0.978677179,0.002740611,0.98941549,-0.978677179,0.002740611,0.98941549,-0.003274107,0.033095296,0.051135963,3
02a70c1f-6f18e57f.mov,2.35045828,0.105025,43,1.028608696,0.95232,0.076288696,19,0.019744984,0.99119118,1.000672096,0.003442909,0.993915874,1.000672096,0.003442909,0.993915874,0.09713987,0.025064436,0.010403689,4
02a7e164-14ba1015.mov,4.221725383,0.052075,48.025,1.015777778,0.9389,0.076877778,22,0.018871533,0.989890285,1.003651876,0.000991611,0.994434244,1.003651876,0.000991611,0.994434244,-0.016082687,0.001440025,0.023011986,3
02ac8427-bd3b76a5.mov,0.00358242,0.09685,32.775,-0.97046,-1.00932,0.03886,1,0.01943,0.98989,0,0,0,-0.995499498,0.000742558,0.998004034,0.04712302,0.007495104,0.019514121,4
02ac8427-ed7b5514.mov,2.356929478,0.107375,30.725,-0.9852,-1.013102041,0.027902041,4,0.009837403,0.998192408,-0.994225341,0.00101843,0.997675011,-0.994225341,0.00101843,0.997675011,0.016702561,0,0.007783101,3
02b3fce2-28a8c45f.mov,0.010597132,0.0852,37.65,-0.97978,-1.03,0.05022,36,0.007229219,1.001888207,-0.998675257,0.000815317,1.004053156,-0.998675257,0.000815317,1.004053156,-0.003737575,0.001162669,0.009447794,3
02d05ded-569401dc.mov,6.06E-06,-0.0473,49.85,-0.99508,-0.99622,0.00114,2,0.000475815,0.99558,-0.995379226,0,0.995474639,-0.995379226,2.56E-05,0.995474639,-0.051235376,0.000142488,0.05166403,4
02dff56b-4445bb03.mov,0.00E+00,0,35,1.00814,0.97948,0.02866,2,0.0120297,0.991833333,0.993835295,0.001542973,0.991345847,0.993835295,0.001542973,0.991345847,0.023037882,0,0.014926555,4
0329b7f6-7b36589b.mov,0,0,0,0.9863,0.97576,0.01054,6,0.002997035,0.982422857,0.983982743,0.000456604,0.982904972,0.983982743,0.000456604,0.982904972,0.043302455,0.001158548,0.041835446,4
0336de82-802d2437.mov,0,0,49,-0.95824,-0.98246,0.02422,2,0.010541124,0.972933333,-0.963957942,0.002064508,0.970189254,-0.963957942,0.002064508,0.970189254,-0.001808847,0.004632776,0.013338893,4
034d18b7-c6a28282.mov,4.559462291,0.074475,27.275,-0.98868,-1.00966,0.02098,13,0.006193636,0.99683,-0.99519781,0.00064169,0.998095419,-0.99519781,0.00064169,0.998095419,0.043703969,0.01026626,0.011486236,4
034d18b7-f0403558.mov,4.863175348,0.16,19.7,-0.98512,-1.019,0.03388,4,0.0120522,0.99648,-0.994442573,0.000487246,0.996439414,-0.994442573,0.000487246,0.996439414,0.058100562,0.005101573,0.014467141,4
035cb512-2f9fa97d.mov,0.002909189,0.037775,49,-0.98792,-0.99596,0.00804,19,0.001650518,0.992963,-0.992207173,0.000271755,0.993207569,-0.992207173,0.000271755,0.993207569,0.019726522,0.000587907,0.017273833,4
035cb512-867cbbbf.mov,3.72E-05,0.05365,49.725,-0.98146,-0.9987,0.01724,11,0.004131935,0.99141432,-0.991339246,0.000307114,0.992380816,-0.991339246,0.000307114,0.992380816,0.02772617,0,0.023353152,4
0373c15f-d7b291b8.mov,5.02925816,-0.1192,44.075,1.015,0.94058,0.07442,5,0.021995053,0.973153333,0.982449308,0.002479582,0.969514231,0.982449308,0.002479582,0.969514231,-0.151347283,0.013598335,0.192297588,4
0386df8d-be9fc817.mov,2.221118762,0.2093,26.5,-0.969111111,-1.01318,0.044068889,22,0.009097089,0.997334771,-0.993793615,0.001798323,0.995959636,-0.993793615,0.001798323,0.995959636,0.08077008,0.013589595,0.026620088,3
0386df8d-bf0099c3.mov,2.243289362,0.19955,13,-0.96194,-1.0566,0.09466,3,0.035691874,0.996905,-0.984080734,0.000780127,0.992863147,-0.984080734,0.000780127,0.992863147,0.014341277,0,0.012834261,3
0386df8d-c884dc14.mov,0.042303887,0.1525,2.875,-0.92334,-1.07538,0.15204,20,0.036978232,0.961280523,-0.946806144,0.000716902,0.965037119,-0.946806144,0.000716902,0.965037119,0.04121659,0.00568716,0.001721991,3
039f729b-0fb582da.mov,0.024584041,0.1328,39.5,-0.98076,-1.01306,0.0323,22,0.007346023,0.998504632,-0.992740281,0.000897662,0.999067285,-0.992740281,0.000897662,0.999067285,0.012925306,0.004174027,0.004943673,4
039f729b-2ba56f17.mov,3.11E-08,0.026375,48.3,-0.99106,-1.00454,0.01348,16,0.00281379,0.998688523,-0.997395686,0.000368603,0.998916032,-0.997395686,0.000368603,0.998916032,-0.013589518,0.00045841,0.01727916,4
039f729b-8878b974.mov,3.27807593,0.1077,37.6,-0.97054,-1.02112,0.05058,1,0.02529,0.99583,0,0,0,-0.993442823,0.001628936,0.99853972,0.026074066,0,0.02287057,4
039f729b-913a68c6.mov,0.514696908,0.060525,25.3,-0.9709,-1.0298,0.0589,1,0.02945,1.00035,-0.993701792,0,0.99825471,-0.993701792,0,0.99825471,-0.018491564,0,0.027771976,4
039f729b-9f86828d.mov,3.415885344,0.06515,24.6,-0.9895,-1.00488,0.01538,22,0.003498669,0.998582112,-0.997475022,0.000413735,0.998636148,-0.997475022,0.000413735,0.998636148,-0.012135171,0.002134246,0.017994295,3
039f729b-e5d9aec8.mov,0.000456566,-0.03115,47.35,-0.99574,-1.004055556,0.008315556,13,0.00266797,0.998287671,-0.996873555,0,0.997710333,-0.996873555,6.67E-05,0.997710333,-0.04409232,0,0.051445135,4
03a3f4e9-262be322.mov,6.721772191,0.07255,41.25,-0.98486,-1.045,0.06014,5,0.021388823,1.016883922,-0.992460792,0.00147242,1.002674102,-0.992460792,0.00147242,1.002674102,0.068535571,0.053961168,0.039552004,3
03b5e695-11d43622.mov,5.452583312,0.02995,35.925,-0.96676,-1.01324,0.04648,7,0.013534961,0.987125,-0.978622047,0.002999896,0.985846412,-0.978622047,0.002999896,0.985846412,-0.004457478,0.008775019,0.035819545,4
03b72f80-84574506.mov,0.520934879,0.1123,48.85,1.02596,0.938803922,0.087156078,11,0.023136896,1.00480915,1.010822612,0.002731042,1.000728337,1.010822612,0.002731042,1.000728337,0.057507047,0.005764672,0.04540221,4
03f8899f-569acc1a.mov,4.683799505,0.151975,31.2,1.11554,0.93254,0.183,11,0.048397751,1.002061667,1.029267543,0.00724265,1.009063225,1.029267543,0.00724265,1.009063225,0.079683935,0.006826287,0.027448892,3
03f8899f-64fdaa9d.mov,2.441037811,0.265425,17.275,1.2279,0.88584,0.34206,2,0.148823165,1.020486667,1.019081417,0.004312647,1.007344508,1.019081417,0.004312647,1.007344508,0.10289079,0.028074967,0.032288337,3
041b6c3f-03f97dd2.mov,1.270176056,0.055775,23.7,-0.97664,-1.0449,0.06826,4,0.023078542,1.001964,-0.998462603,0.009245427,1.006872296,-0.998462603,0.009245427,1.006872296,-0.006033989,0.002966409,0.02511779,4
041b6c3f-08fef25b.mov,1.200263137,0.028725,6.4,-0.99055102,-1.02575,0.03519898,7,0.010917495,1.004610128,-1.001405973,0.002021685,1.004124397,-1.001405973,0.002021685,1.004124397,-0.006390403,0.001326992,0.010530613,4
041b6c3f-269e13fd.mov,4.041031508,0.1087,23.05,-0.92114,-1.02976,0.10862,20,0.02404715,0.994410204,-0.984953407,0.00383289,0.994072209,-0.984953407,0.00383289,0.994072209,0.031463195,0.009075182,0.002669314,3
041b6c3f-f51584ad.mov,2.073426944,0.0153,0.075,-1.00014,-1.00884,0.0087,6,0.002638622,1.005480583,-1.003362665,0.000426432,1.004457799,-1.003362665,0.000426432,1.004457799,-0.007659969,0.000122008,0.007911466,4
043d12aa-e5af71cf.mov,3.974981864,0.04445,38.85,-0.987,-1.008,0.021,3,0.007846673,0.998665,-0.999350506,0.000379952,1.000809974,0,0,0,0,0,0,4
04629c39-1d564d8a.mov,0.012579633,0.156175,36.45,1.01614,0.95964,0.0565,1,0.02825,0.98789,0.99688991,0.000407636,0.993985096,0.99688991,0.000407636,0.993985096,0.053311377,0.003888803,0.038275287,4
04629c39-4a119705.mov,4.335788747,0.109625,41.45,1.01332,0.98176,0.03156,3,0.011193185,0.99814,0.995963862,0.000622846,0.993489283,0.995963862,0.000622846,0.993489283,0.098812863,0.021704005,0.037032382,4
04629c39-69d7c08c.mov,0.028509681,0.049575,39.825,1.0063,0.97848,0.02782,9,0.008770083,0.992998,0.998419981,0.000698921,0.996017193,0.998419981,0.000698921,0.996017193,0.024483075,0,0.01320443,4
04629c39-faefdb18.mov,16.54045949,0.117975,27.525,1.01582,0.95296,0.06286,4,0.022567195,0.989196,0,0,0,0.985947196,0.000675298,0.982868777,0.062737269,0.011611688,0.037899839,3
0465ebb7-4da7a012.mov,0.061880916,0.166525,35.925,1.035375,0.97132,0.064055,21,0.01460253,1.001558956,1.006881986,0,1.001893034,1.006881986,0,1.001893034,0.025858652,0.010211034,0.003466498,4
0465ebb7-cb42c02c.mov,0.030884238,0.096025,40.15,1.01854,0.95834,0.0602,19,0.016314377,1.000174245,1.006557609,0,1.000663636,1.006557609,0,1.000663636,0.006611809,0.005305753,0.011766469,3
0465ebb7-e1f9f422.mov,2.190407834,0.038275,41.25,1.01758,0.94582,0.07176,4,0.031739441,0.989392,1.000507304,0.0018974,0.992583739,1.000507304,0.0018974,0.992583739,-0.019717689,0.002744606,0.048745643,3
04951646-1b873134.mov,2.35818968,0.10555,45.1,-0.87854,-1.02848,0.14994,4,0.054790561,0.977,-0.974386369,0,0.986308624,-0.974386369,0,0.986308624,0.029056611,0.011033772,0.005521649,4
04951646-802cc3d5.mov,4.522967725,0.05805,46.025,-0.88528,-1.06122,0.17594,27,0.048837855,0.952849958,-0.92919012,0.009160515,0.952577144,-0.92919012,0.009160515,0.952577144,0.009555725,0.014383765,0.068997,3
04951646-f75fe20d.mov,1.973677062,0.1478,48.175,-0.8971,-1.01758,0.12048,10,0.031166246,0.982378182,0,0,0,-0.946224878,0.008387569,0.971594557,0.078630512,0.021974461,0.01683873,4
049f2340-26fc3c56.mov,9.979233123,0.119225,30.1,1.0168,0.97882,0.03798,3,0.015287811,1.001085612,0.999122011,0.002076353,0.995186244,0.999122011,0.002076353,0.995186244,0.045525198,0.016711865,0.001061679,4
04cda2f6-ed6c9293.mov,2.662976933,0.210225,24.725,-0.9363,-1.0564,0.1201,9,0.035081727,0.9962,-0.989282338,0,0.996192916,-0.989282338,0,0.996192916,0.026317634,0.002203451,0.020856257,3
04e9acbd-d6d08f0d.mov,2.179802897,0.1486,20.975,1.13798,0.96784,0.17014,26,0.02933375,0.997053031,1.007047725,0.003934125,0.990859278,1.007047725,0.003934125,0.990859278,0.127661646,0.018947897,0.054211901,4
04f07021-25df385a.mov,2.375867171,0.1896,20.375,-0.96412,-1.07052,0.1064,2,0.043554353,1.015066667,-0.986002232,0.001625064,0.991439631,-0.986002232,0.001625064,0.991439631,0.046751324,0,0.014564697,4
04f42daf-0dc5d459.mov,8.737130216,0.061025,5.05,-0.95584,-1.03148,0.07564,6,0.024518108,0.99974,-0.987179175,0.002976608,0.996609692,-0.987179175,0.002976608,0.996609692,0.031194034,0.000843209,0.003200436,4
04f42daf-10024d2f.mov,0.126138744,0.10205,15.45,-0.971530612,-1.0529,0.081369388,25,0.016589855,1.001681177,-0.995275575,0.002516856,1.002102948,-0.995275575,0.002516856,1.002102948,-0.000458544,0.002288213,0.013763351,4
04f42daf-44acb4b6.mov,17.56990251,0.090825,15.35,-0.97512,-1.01774,0.04262,9,0.012049455,0.999854776,-0.995560873,0.002085319,1.001429323,-0.995560873,0.002085319,1.001429323,-0.000743129,0.00352132,0.00833476,4
04f42daf-79929978.mov,0.259592475,0.029975,20.175,-0.98174,-1.0179,0.03616,19,0.008365428,1.005604041,-1.000789126,0.000413208,1.002423704,-1.000789126,0.000413208,1.002423704,-0.008027673,0.005203673,0.038806698,3
04f64678-c012d1e3.mov,0.203731823,0.275825,30.525,1.0817,0.9663,0.1154,19,0.023772702,0.996743,1.010443086,0.007574037,0.993773022,1.010443086,0.007574037,0.993773022,0.032911141,0.008173767,0.010828976,3
04faa71f-8edaf07e.mov,3.17130562,0.113875,40.325,-0.97354,-1.0106,0.03706,3,0.015106948,0.994955,-0.991453852,0.001456174,0.995763474,-0.991453852,0.001456174,0.995763474,0.101860926,0.021608533,0.034115869,3
050b5f87-114a79ab.mov,2.296652232,0.069625,38.05,1.024,0.940142857,0.083857143,24,0.02259014,0.990955314,1.004920812,0.007260308,0.991813288,1.004920812,0.007260308,0.991813288,-0.01797122,0.011757661,0.072424152,3
050b5f87-684191b9.mov,0.064071599,0.085925,41.875,1.03146,0.9367,0.09476,14,0.025964321,0.995286667,1.012044825,0.004649564,0.993797379,1.012044825,0.004649564,0.993797379,0.011017216,0.002167214,0.000674799,4
051314c4-9881e90e.mov,3.352175849,0.0066,29.175,-0.964,-1.02094,0.05694,1,0.02847,0.99247,-0.980617885,0.003481248,0.990977831,0,0,0,0,0,0,4
