Filename,Turns,stop_y,Stop_z,Wpeak,Wtrail,Wrange_val,Wduration,Wstandard deviation,Wmean,Speak,Sstd,Saccely_mean,Sidepeak_x,Sidestd_x,Sideaccely_x,Sidepeak_y,Sidestd_y,Sideaccely_y,Rating
14,0.913729171,0.036225,7.725,0.0083,-0.0355,0.0438,37,0.009018893,0.011073099,0.0005,0.009475833,0.011363333,0.0005,0.009475833,0.011363333,0.040222222,0.014711242,0.001617222,5
15,0.875015991,0.036275,7.725,0.0056,-0.032333333,0.037933333,21,0.010400458,0.011690725,0.005,0.009424434,0.012127121,0.005,0.009424434,0.012127121,0.0224,0.010881339,0.002494066,3
16,1.47302744,0.0449,7.766666667,-0.0017,-0.0242,0.0225,3,0.00910285,0.011475,-0.0017,0.00597733,0.011595111,-0.0017,0.00597733,0.011595111,0.0643,0.016031947,0.007241778,4
17,1.503602309,0.026975,6.35,0.0252,-0.0537,0.0789,23,0.017351105,0.0183,0.0115,0.012731739,0.021459444,0.0115,0.012731739,0.021459444,0.1686,0.062796112,0.003621667,4
18,1.158182927,0.046475,7.875,-0.0001,-0.0321,0.032,1,0.016,0.0161,-0.0012,0.006584342,0.013804924,-0.0012,0.006584342,0.013804924,0.0564,0.020505832,0.003912727,4
19,0.924296399,0.04405,8.25,0.0042,-0.0252,0.0294,1,0.0147,0.0105,0.0019,0.007085893,0.011213081,0.0019,0.007085893,0.011213081,0.0474,0.016536906,0.00436202,5
20,1.656446201,0.037925,7.4,0.006888889,-0.0287,0.035588889,27,0.007672104,0.009888492,0.0054,0.006268101,0.008672071,0.0054,0.006268101,0.008672071,0.0333,0.009954541,0.002771212,4
21,2.45170914,0.036925,7.625,0.007888889,-0.033666667,0.041555556,25,0.009215318,0.01476453,-1.39E-18,0.009131309,0.014696944,-1.39E-18,0.009131309,0.014696944,0.0363,0.026730577,0.002116389,4
22,1.542712366,0.02665,7.275,0.0073,-0.033,0.0403,1,0.02015,0.01285,0.0073,0.009514157,0.014744167,0.0073,0.009514157,0.014744167,0.0293,0.0139077,0.006203333,5
23,2.11811552,0.03525,8.125,0.062,-0.0363,0.0983,12,0.023359981,0.005298291,0.062,0.023696242,0.010576035,0.062,0.023696242,0.010576035,0.1253,0.079467071,0.007465707,4
24,1.277411828,0.043925,8.05,0.0133,-0.043,0.0563,4,0.01819312,0.01692,0.0104,0.012144665,0.012156944,0.0104,0.012144665,0.012156944,0.0603,0.019884277,0.005180556,3
25,1.630042082,0.0416,7.075,0.0052,-0.0201,0.0253,20,0.00659627,0.007307937,0.0052,0.006600413,0.007996944,0.0052,0.006600413,0.007996944,0.0327,0.01202206,0.005832222,3
26,2.515775044,0.037175,8.225,0.0072,-0.0268,0.034,16,0.008016097,0.011068627,0.0072,0.008392884,0.012029722,0.0072,0.008392884,0.012029722,0.0277,0.012410228,0.002704722,4
27,1.505436954,0.0319,7.9,0.008,-0.029555556,0.037555556,5,0.01360217,0.011359259,0.008,0.010863864,0.015590833,0.008,0.010863864,0.015590833,0.0209,0.011448696,0.008151667,4
28,0.789323361,0.04115,7.725,0.0002,-0.0217,0.0219,15,0.006160224,0.009806944,-0.0003,0.005310531,0.012423889,-0.0003,0.005310531,0.012423889,0.0251,0,0.004231389,4
29,1.296315944,0.02935,7.325,-0.0009,-0.021,0.0201,5,0.00647484,0.01062037,-0.0009,0.005524714,0.00913661,-0.0009,0.005524714,0.00913661,0.019,0.014220113,0.004593106,3
30,1.725699711,0.03825,7.775,0.0107,-0.0256,0.0363,26,0.008884492,0.009152862,0.0107,0.004720643,0.006124571,0.0107,0.004720643,0.006124571,0.0521,0.025115161,0.002426136,4
31,1.804798255,0.0344,6.525,0.015,-0.0449,0.0599,18,0.015866728,0.019812866,0.015,0.011989541,0.016456111,0.015,0.011989541,0.016456111,0.0171,0.016737512,0.008650833,4
32,1.510101581,0.051314286,7.257142857,0.019222222,-0.0469,0.066122222,1,0.033061111,0.013838889,0.019222222,0.018795465,0.011065303,0.019222222,0.018795465,0.011065303,0.051,0.016001937,0.009171212,4
33,3.726930997,-0.014025,6.325,0.045777778,-0.0453,0.091077778,9,0.025450703,0.022642222,0.0147,0.01028539,0.012580278,0.0147,0.01028539,0.012580278,0.0439,0.025766374,0.003233951,3
34,0.927019443,0.032625,7.6,0.0161,-0.0399,0.056,1,0.028,0.0119,0.0161,0.015246165,0.007656768,0.0161,0.015246165,0.007656768,0.0619,0.027375211,0.051448611,4
35,0.903167497,0.03865,7.225,0.0117,-0.0262,0.0379,20,0.008881876,0.008613095,0.0028,0.007073689,0.008431319,0.0028,0.007073689,0.008431319,0.042,0.023570092,0.002152374,3
36,1.037901822,0.0284,8.7,0.0056,-0.0211,0.0267,29,0.006411748,0.009241481,0.0025,0,0.008861111,0.0025,0,0.008861111,0.0478,0.02710428,0.000319514,4
37,1.263605053,0.029025,8.225,0.0121,-0.0351,0.0472,27,0.010689739,0.010539683,0.0121,0.009874138,0.009462778,0.0121,0.009874138,0.009462778,0.0275,0.014742259,0.000486111,3
38,0.936733303,0.02905,8.125,0.009666667,-0.037,0.046666667,9,0.016074998,0.008743333,0.009666667,0.004794089,0.010208333,0.009666667,0.004794089,0.010208333,0.0329,0.019943577,0.000364444,3
39,1.057075315,0.0277,7.4,0.030888889,-0.0417,0.072588889,27,0.013849394,0.00864881,0.030888889,0.012948336,0.009414722,0.030888889,0.012948336,0.009414722,0.0321,0.01731361,0.0041625,4
40,1.274864081,0.031425,7.6,0.0149,-0.0293,0.0442,4,0.016123945,0.01592,0.0112,0,0.009860783,0.0112,0,0.009860783,0.0417,0.022785873,0.000735278,4
41,0.688610706,0.024325,7.975,0.0071,-0.0247,0.0318,5,0.009324996,0.009033333,0.0071,0.008460008,0.008325682,0.0071,0.008460008,0.008325682,0.027666667,0.013158252,0.001988586,3
42,1.808390516,0.0267,7.225,0.0064,-0.0255,0.0319,10,0.008377459,0.0125,0.0064,0.006820206,0.0114925,0.0064,0.006820206,0.0114925,0.0269,0.012649693,0.003307323,4
43,3.896658766,0.043025,7.475,0.0276,-0.0976,0.1252,5,0.038477977,0.029183333,0.0276,0.030250193,0.018309444,0.0276,0.030250193,0.018309444,0.0301,0.016204005,0.000698611,4
44,2.85247808,-0.05275,8.725,0.035111111,-0.0698,0.104911111,14,0.023192736,0.006754815,0.0165,0.013344853,0.00973803,0.0165,0.013344853,0.00973803,0.0843,0.035968944,0.016686667,3
45,0.758105406,0.029875,7.025,0.0006,-0.021111111,0.021711111,2,0.008879928,0.010637037,0.0006,0.005558791,0.010631667,0.0006,0.005558791,0.010631667,0.1576,0.161806409,0.085652298,3
46,0.824674404,0.031625,7.7,0.0087,-0.0246,0.0333,7,0.008830897,0.008423611,0.0087,0.00596408,0.008046389,0.0087,0.00596408,0.008046389,0.0419,0.018391688,0.002041389,4
47,1.264617668,0.032775,7.8,0.0157,-0.0486,0.0643,12,0.014006347,0.009538462,0.0157,0.009760458,0.007352222,0.0157,0.009760458,0.007352222,0.0276,0.014258737,0.004399722,3
48,1.187289072,0.042475,8.05,0.008,-0.032,0.04,12,0.011083692,0.011137296,0.008,0.011606304,0.011096288,0.008,0.011606304,0.011096288,0.0229,0.015414456,0.003043333,3
49,1.213323749,0.029675,8.175,0.0109,-0.029333333,0.040233333,10,0.011283047,0.003648485,0.0022,0,0.009583056,0.0022,0,0.009583056,0.0551,0.022517846,0.003683611,3
50,1.075652953,0.0267,7.475,0.0082,-0.025222222,0.033422222,6,0.011503889,0.008388889,0.0052,0.00781045,0.007639167,0.0052,0.00781045,0.007639167,0.029777778,0.014520728,0.000273056,3
51,1.287180212,0.0292,7.575,0.0062,-0.0185,0.0247,13,0.008738361,0.007222222,0.0062,0.005850637,0.007951667,0.0062,0.005850637,0.007951667,0.0244,0.009694558,0.001926944,4
52,1.136106565,0.026125,6.975,0.0095,-0.0209,0.0304,21,0.006979607,0.010269192,0.0095,0.008214993,0.0092575,0.0095,0.008214993,0.0092575,0.0234,0.011383865,0.000778333,4
53,1.694347844,0.0232,6.625,0.0057,-0.0164,0.0221,30,0.005008009,0.007621416,0.0057,0.006791852,0.007167986,0.0057,0.006791852,0.007167986,0.0314,0.018318698,0.000333056,4
54,2.740623903,0.026033333,7.9,0.0041,-0.0441,0.0482,13,0.010620577,0.015558387,0.0041,0.005484384,0.013228185,0.0041,0.005484384,0.013228185,0.0183,0.008187184,0.000594097,4
55,0.680844651,0.030025,5.375,0.0057,-0.0489,0.0546,4,0.01804393,0.017368889,0.0057,0.013555355,0.009315556,0.0057,0.013555355,0.009315556,0.0463,0.023943589,0.00055975,4
56,0.416730976,0.023575,7.225,0.0115,-0.0302,0.0417,12,0.011686992,0.012239316,0.0068,0.007874291,0.011143889,0.0068,0.007874291,0.011143889,0.0444,0.02165869,0.001208611,3
57,0.671847553,0.0332,7.6,0.0116,-0.0292,0.0408,8,0.012985119,0.00991358,0.0116,0.007213196,0.0102275,0.0116,0.007213196,0.0102275,0.0211,0.016307601,0.003478889,4
58,0.528603091,0.033575,7.325,0.012,-0.036,0.048,21,0.011908994,0.017047475,0.0092,0.01311061,0.015941944,0.0092,0.01311061,0.015941944,0.0533,0.031373448,0.001238889,4
59,0.75881691,0.031825,6.65,0.0099,-0.0474,0.0573,25,0.015432737,0.011954079,0.0079,0,0.011544596,0.0079,0,0.011544596,0.0353,0.017889708,0.002248889,4
60,0.375563677,0.030475,7.95,0.043181818,-0.0538,0.096981818,12,0.02313827,0.010758664,0.043181818,0.016472982,0.010625177,0.043181818,0.016472982,0.010625177,0.025888889,0.010367736,0.000254293,4
61,0.616342877,0.033625,7.55,0.003,-0.026,0.029,13,0.007470558,0.011027778,0.003,0.005790312,0.011365278,0.003,0.005790312,0.011365278,0.032444444,0.012707771,0.001769571,3
62,0.574573347,0.0268,5.275,0.0026,-0.025111111,0.027711111,34,0.005091416,0.010568254,0.0026,0.007262618,0.010799722,0.0026,0.007262618,0.010799722,0.0705,0.052753286,0.002024167,4
63,1.864380892,0.03985,7.675,0.0132,-0.054555556,0.067755556,26,0.0163589,0.021258848,0.0003,0.012157571,0.019130833,0.0003,0.012157571,0.019130833,0.0309,0.015993927,0.000502778,4
64,3.921392891,0.049575,8.2,0.0444,-0.092,0.1364,19,0.024901894,0.0257725,0.0444,0.030012407,0.02367875,0.0444,0.030012407,0.02367875,0.1023,0.051353914,0.0002375,4
65,1.785305302,0.032375,6,-0.0002,-0.0235,0.0233,2,0.009550658,0.012455556,-0.0002,0.007418396,0.010795,-0.0002,0.007418396,0.010795,0.1753,0.067108101,0.000931111,3
66,0.267258976,0.032775,7.6,0.0101,-0.0232,0.0333,4,0.011466926,0.00796,0.0101,0.008259697,0.008349495,0.0101,0.008259697,0.008349495,0.0564,0.041745154,0.000969722,4
67,0.652661045,0.040175,6.475,0.0237,-0.0526,0.0763,11,0.018028757,0.007896296,0.009555556,0.009933907,0.009067304,0.009555556,0.009933907,0.009067304,0.030222222,0,0.001975051,4
68,0.588435563,0.03005,7.15,0.0086,-0.0482,0.0568,24,0.013670661,0.014840889,0.0086,0.010419824,0.011364722,0.0086,0.010419824,0.011364722,0.034111111,0.023602986,0.0019331,3
69,0.912350148,0.0315,7.875,0.0098,-0.0365,0.0463,6,0.01369596,0.008080952,0.0024,0.005934573,0.011716566,0.0024,0.005934573,0.011716566,0.0344,0.030928978,0.001245556,4
70,0.449940046,0.035775,7.6,0.0097,-0.038,0.0477,1,0.02385,0.01415,0.0097,0.008758305,0.010064242,0.0097,0.008758305,0.010064242,0.037181818,0.038097352,0.001200101,4
71,0.596841191,0.0272,6.925,0.0258,-0.0377,0.0635,2,0.026075063,0.003966667,0.0258,0.017542036,0.00952,0.0258,0.017542036,0.00952,0.027454545,0.014616935,0.000216086,3
72,0.485817144,0.02825,6.225,0.0014,-0.0177,0.0191,8,0.006213766,0.007618519,0.0005,0.005619208,0.009850972,0.0005,0.005619208,0.009850972,0.0223,0.010433418,0.001505556,3
73,1.286389341,0.02323,6.34,0.0067,-0.037,0.0437,7,0.01291803,0.009091667,0.0067,0.007544909,0.009581481,0.0067,0.007544909,0.009581481,0.0217,0.017621166,0.002250417,4
74,1.367003757,0.023475,6.2,0.0225,-0.0351,0.0576,18,0.012690072,0.013784211,0.0225,0.01247551,0.009820556,0.0225,0.01247551,0.009820556,0.0503,0.031384591,0.01040679,4
75,1.142540549,0.028575,7.975,0.0047,-0.0272,0.0319,15,0.008299927,0.009491667,0.0047,0.006045598,0.008223611,0.0047,0.006045598,0.008223611,0.0243,0.023606626,0.006483611,4
76,0.919099015,0.026325,8.325,0.0052,-0.0256,0.0308,25,0.007472669,0.010899145,0.0052,0.006101036,0.010199167,0.0052,0.006101036,0.010199167,0.0375,0.012693898,0.002053333,4
77,0.742642255,0.023825,8.05,0.0015,-0.020333333,0.021833333,26,0.005533063,0.010708642,-0.0011,0.006487643,0.010390833,-0.0011,0.006487643,0.010390833,0.024,0.01611661,0.002041667,3
78,1.171931129,0.026625,7.4,0.0024,-0.0225,0.0249,25,0.006469633,0.0107,0.0024,0.005417801,0.009078056,0.0024,0.005417801,0.009078056,0.0298,0.011126812,0.000133611,4
79,1.323826276,0.021375,8.1,0.0045,-0.0259,0.0304,11,0.008197562,0.007510185,0.0039,0,0.010984444,0.0039,0,0.010984444,0.0295,0.010899314,0.001265833,4
80,0.90887207,0.025425,8.35,0.008,-0.0312,0.0392,14,0.009163078,0.013391111,0.008,0.008049598,0.011783737,0.008,0.008049598,0.011783737,0.023,0.015162819,0.002521389,4
81,0.945017547,0.023825,6.525,0.006111111,-0.0278,0.033911111,13,0.009064363,0.00525,0.006111111,0.008118548,0.008663889,0.006111111,0.008118548,0.008663889,0.023,0.017304932,0.000449419,4
82,1.029512766,0.028375,7.725,0.009,-0.0366,0.0456,20,0.009478848,0.010792063,0.009,0.00759588,0.010384722,0.009,0.00759588,0.010384722,0.0243,0.009093188,3.92E-05,4
83,0.555866977,0.026,7.975,0.0016,-0.0178,0.0194,8,0.004719151,0.008698765,-0.0022,0,0.009243889,-0.0022,0,0.009243889,0.0164,0.012089576,0.000160278,3
84,1.551022553,0.032,8.475,0.0044,-0.0401,0.0445,1,0.02225,0.01785,0.0019,0.009392646,0.009169722,0.0019,0.009392646,0.009169722,0.0428,0.016799235,0.000579444,4
85,4.504565687,0.050125,7.8,0.001,-0.097,0.098,4,0.033181585,0.03538,0.001,0.025114587,0.023868889,0.001,0.025114587,0.023868889,0.0365,0.017839029,0.004579444,5
86,4.566666854,0.03465,8.775,0.0231,-0.0655,0.0886,15,0.021356441,0.013013747,0.0231,0.013204889,0.017947165,0.0231,0.013204889,0.017947165,0.0685,0.033080082,0.026603125,4
87,0.749373769,0.0275,7.65,0.0006,-0.0192,0.0198,3,0.007007674,0.00915,-0.0009,0.004347679,0.009589792,-0.0009,0.004347679,0.009589792,0.1556,0.065283165,0.011635694,4
88,0.761623407,0.020325,8.65,0.0002,-0.0216,0.0218,13,0.00556698,0.009315079,0.0002,0.006022283,0.008954949,0.0002,0.006022283,0.008954949,0.0253,0,0.000874236,4
89,1.226698525,0.024025,8.05,0.0115,-0.036,0.0475,14,0.011458748,0.010091111,0.0115,0.010855986,0.010565278,0.0115,0.010855986,0.010565278,0.0254,0.013745833,0.001865101,5
90,1.404869044,0.02695,6.575,0.0067,-0.0203,0.027,23,0.006859237,0.007152778,0.0067,0.007103922,0.007900429,0.0067,0.007103922,0.007900429,0.0206,0.011629183,0.000268056,4
91,1.558096732,0.022975,7.925,0.0085,-0.0409,0.0494,2,0.020333443,0.014366667,0.0085,0.013574733,0.009925,0.0085,0.013574733,0.009925,0.0305,0.013910547,0.001144571,4
92,1.77793364,0.024525,5.875,0.0003,-0.023,0.0233,32,0.005766734,0.011495623,-0.0028,0.005115476,0.011261389,-0.0028,0.005115476,0.011261389,0.0171,0.00817397,0.000472778,3
93,1.739138718,0.022775,6.725,-0.001444444,-0.0228,0.021355556,28,0.00528344,0.011650575,-0.001444444,0.005341812,0.010991667,-0.001444444,0.005341812,0.010991667,0.039222222,0.018269864,0.001461111,4
94,0.83674088,0.022525,7.825,0.002444444,-0.0229,0.025344444,26,0.005480867,0.009907407,0.002444444,0.004912683,0.010105,0.002444444,0.004912683,0.010105,0.0289,0.01284779,0.001206944,5
95,1.131539929,0.023525,8.6,0.007,-0.0267,0.0337,2,0.014089949,0.012,-0.001272727,0.005456148,0.009886818,-0.001272727,0.005456148,0.009886818,0.0301,0.019855722,0.000725833,3
96,1.24380375,0.027475,8.575,0.0026,-0.0182,0.0208,4,0.007526061,0.00882,0.0026,0.006141378,0.009396389,0.0026,0.006141378,0.009396389,0.0329,0.017344639,0.000787854,4
97,1.25638521,0.03052,8.4,0.0038,-0.038666667,0.042466667,9,0.011655967,0.011376667,0.0038,0.0063285,0.011865238,0.0038,0.0063285,0.011865238,0.02,0.013203737,3.67E-05,4
98,1.376059571,0.03365,5.275,0.0097,-0.059444444,0.069144444,3,0.025027226,0.019511111,0.0091,0.008645976,0.011011389,0.0091,0.008645976,0.011011389,0.0625,0.035640871,0.000885661,3
99,2.35936207,0.039975,8.2,0.0208,-0.058333333,0.079133333,17,0.016321506,0.024708025,0.0128,0.010306998,0.014713611,0.0128,0.010306998,0.014713611,0.0335,0,0.000483056,3
100,1.109570805,0.03025,7.25,0.0021,-0.0486,0.0507,25,0.013415148,0.019449145,0.0021,0.006799338,0.018335278,0.0021,0.006799338,0.018335278,0.0779,0.025009136,0.001223333,4
101,0.246544148,0.023125,8.175,0.0317,-0.0276,0.0593,22,0.010880885,0.008035397,0.0317,0.014043198,0.004548409,0.0317,0.014043198,0.004548409,0.0201,0.012961694,0.002498333,4
102,2.045265108,0.034225,7.5,0.0079,-0.0439,0.0518,23,0.013854018,0.01669375,0.0079,0.009802783,0.01637125,0.0079,0.009802783,0.01637125,0.016222222,0.008841036,0.003613182,4
103,1.565235794,0.028975,8.75,0.0118,-0.0533,0.0651,26,0.016883223,0.01957572,0.0118,0.011651751,0.0193925,0.0118,0.011651751,0.0193925,0.0559,0.024130081,0.006224722,4
104,1.591825017,0.02385,7.65,0.0045,-0.029555556,0.034055556,1,0.017027778,0.012527778,0.003444444,0.003756357,0.009122323,0.003444444,0.003756357,0.009122323,0.02,0.011145195,0.010836667,3
105,2.019893366,0.032325,8.075,0.0051,-0.0506,0.0557,33,0.01132683,0.016458081,0.0013,0.00951994,0.016819369,0.0013,0.00951994,0.016819369,0.0258,0.012862401,0.000577273,4
106,2.189581227,0.0532,8.025,0.092,-0.0584,0.1504,2,0.061592225,0.013366667,0.092,0.03661595,0.015759444,0.092,0.03661595,0.015759444,0.091111111,0.035997102,0.005945455,4
107,2.091136775,0.037725,8.15,-0.0037,-0.0512,0.0475,17,0.012023645,0.019506944,-0.0037,0.009620053,0.024610625,-0.0037,0.009620053,0.024610625,0.2357,0.100871101,0.007587222,3
108,1.507886594,0.034175,6.425,0.0112,-0.0289,0.0401,6,0.011658569,0.006203571,0.0112,0.007037175,0.008573194,0.0112,0.007037175,0.008573194,0.0249,0.010635479,0.015266736,3
109,1.386946445,0.043775,8.375,0.008,-0.0363,0.0443,8,0.013087974,0.014777778,0.008,0.010746618,0.012748333,0.008,0.010746618,0.012748333,0.0313,0.015320841,0.004106736,4
110,1.708647067,0.02745,5.05,0.0051,-0.0335,0.0386,17,0.008358776,0.012855556,0.0051,0.007456791,0.011980833,0.0051,0.007456791,0.011980833,0.0525,0.025494313,0.000125783,4
111,1.161224612,0.033675,6.625,0.0134,-0.0284,0.0418,9,0.012340215,0.00381,0.0055,0,0.007938535,0.0055,0,0.007938535,0.0268,0.010978161,0.003055556,3
112,0.949729796,0.024475,7.575,0.0035,-0.0221,0.0256,8,0.007303869,0.010253086,0.0035,0.005405445,0.009680278,0.0035,0.005405445,0.009680278,0.0535,0.031808903,0.001757247,4
113,0.922609281,0.032025,7.5,-0.002666667,-0.0241,0.021433333,35,0.005892886,0.01189784,-0.0036,0.004147069,0.011733611,-0.0036,0.004147069,0.011733611,0.0306,0.018035439,0.001011667,3
114,1.927429402,0.036925,7.825,0.009,-0.0323,0.0413,23,0.010011443,0.013381524,0.009,0.009811171,0.011458914,0.009,0.009811171,0.011458914,0.0257,0.023584832,0.001101667,4
115,1.905698416,0.0204,7.825,-0.0006,-0.0312,0.0306,16,0.008468716,0.015537909,-0.0006,0.005607223,0.015044167,-0.0006,0.005607223,0.015044167,0.045727273,0.019775969,0.002086793,4
116,1.713561038,0.03055,8.275,0.0051,-0.0407,0.0458,6,0.014466809,0.0132,0.0007,0.01183343,0.013023333,0.0007,0.01183343,0.013023333,0.0243,0.013897793,0.004748056,4
117,1.346862722,0.0378,7.975,0.0516,-0.0331,0.0847,16,0.019838577,0.011087582,0.0054,0.012482285,0.012926667,0.0054,0.012482285,0.012926667,0.049,0.02001983,0.006021944,3
118,1.670760689,0.02865,7.575,0.004111111,-0.025888889,0.03,14,0.007378927,0.011231852,0.004111111,0.006610354,0.010488895,0.004111111,0.006610354,0.010488895,0.0711,0.025546584,0.010928889,4
119,1.869527317,0.0225,8.45,0.001444444,-0.022909091,0.024353535,2,0.010500758,0.013121549,0.001444444,0.007467945,0.011212449,0.001444444,0.007467945,0.011212449,0.018,0.013520807,0.004544691,3
120,2.34075856,0.025825,8.25,-0.002111111,-0.030777778,0.028666667,4,0.010401907,0.017457778,-0.002111111,0.008177437,0.014791111,-0.002111111,0.008177437,0.014791111,0.018,0.01204646,0.000913434,4
121,0.778786719,0.03545,7.6,0.0187,-0.0313,0.05,23,0.009309516,0.012825463,0.0187,0.011576149,0.014195278,0.0187,0.011576149,0.014195278,0.0507,0.022814248,0.002161667,3
122,0.184872697,0.021675,8.025,0.0066,-0.0279,0.0345,11,0.009036976,0.012337037,0.0066,0.007932827,0.010721944,0.0066,0.007932827,0.010721944,0.0594,0.018262262,0.003438889,5
123,0.206827121,0.02932,8.4,0.0079,-0.0225,0.0304,21,0.008614986,0.005372294,0.004,0.006607086,0.003832981,0.004,0.006607086,0.003832981,0.0159,0.010211059,0.001140556,4
